Date,Recorder,Location,Site,Block,Group,Plot,Quadrant,Species,Cover,Notes
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,bare ground,30,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,Salix cinerea,40,also 60% overhang
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,Rubus fruticosus,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,Poa trivialis,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,moss,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,1,branches,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,2,Salix cinerea,60,also 50% overhang
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,2,Rubus fruticosus,15,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,2,Pulicaria dysenterica,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,2,bare ground,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,2,Poa trivialis,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,3,Salix cinerea,100,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,3,Rubus fruticosus,50,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,3,Pulicaria dysenterica,30,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,3,Myosotis sylvatica,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,3,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,4,Salix cinerea,50,also 50% overhang
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,4,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,4,bare ground,40,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,4,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,113,4,moss,1,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Trifolium repens,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Holcus lanatus,15,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,dead oak branch,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Rumex crispus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Ranunculus acris,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Poa trivialis,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Cerastium fontanum,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Festuca rubra,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,Agrostis stolonifera,40,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,1,bare ground ,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Crataegus monogyna,1,baby
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Ranunculus acris,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Cerastium fontanum,1,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Rumex crispus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Agrostis stolonifera,50,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Trifolium repens,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,Festuca rubra,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,2,bare ground ,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,Rumex crispus,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,Veronica persica,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,Agrostis stolonifera,50,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,Festuca rubra,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,3,bare ground ,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Holcus lanatus,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Trifolium repens,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Poa trivialis,5,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Agrostis stolonifera,50,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Festuca rubra,20,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,Veronica persica,10,
12/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,133,4,bare ground ,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,Trifolium repens,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,Ranunculus repens,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,Festuca rubra,15,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,Agrostis stolonifera,40,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,Holcus lanatus,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,1,bare ground ,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Trifolium repens,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Jacobaea vulgaris,15,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Geranium dissectum ,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Holcus lanatus,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Agrostis stolonifera,50,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,Festuca rubra,20,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,2,bare ground,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,bare ground,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Trifolium repens,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Jacobaea aquatica,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Stellaria graminea,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Pulicaria dysenterica,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Jacobaea vulgaris,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Geranium dissectum ,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Holcus lanatus,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Festuca rubra,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Agrostis stolonifera,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,3,Prunella vulgaris,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Trifolium repens,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Holcus lanatus,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Ranunculus acris,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,bare ground,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Jacobaea vulgaris,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Festuca rubra,20,
12/06/2024,Ben Bennett,Knepp,Knepp,S,X,122,4,Agrostis stolonifera,50,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Pulicaria dysenterica,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Trifolium repens,20,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Prunus spinosa,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Stellaria media,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Poa annua,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Poa trivialis,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,moss,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,bare ground,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Agrostis stolonifera,50,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Holcus lanatus,3,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,1,Brassica nigra,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Prunus spinosa,40,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Pulicaria dysenterica,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Holcus lanatus,20,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Agrostis stolonifera,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Festuca rubra,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,2,Anthoxanthum odoratum,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Prunus spinosa,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Trifolium repens,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Pulicaria dysenterica,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Holcus lanatus,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Convolvulus arvensis,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Agrostis stolonifera,45,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Geranium dissectum ,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Festuca rubra,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,bare ground,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,moss,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,3,Raphanus raphanistrum,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Prunus spinosa,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Pulicaria dysenterica,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Trifolium repens,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Geranium dissectum ,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Raphanus raphanistrum,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Jacobaea vulgaris,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,moss,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,bare ground,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Holcus lanatus,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Agrostis stolonifera,40,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Festuca rubra,15,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,poo,0.5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Z,222,4,Epilobium hirsutum,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,1,Leucanthemum vulgare,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,1,Centaurea nigra,80,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,1,Poa trivialis,5,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,1,bare ground,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,2,Centaurea nigra,50,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,2,Holcus lanatus,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,2,Leucanthemum vulgare,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,2,Leontodon hispidus,20,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,2,moss,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,3,Centaurea nigra,100,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,3,Leucanthemum vulgare,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,3,Ranunculus acris,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,3,Agrostis stolonifera,30,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,3,Rosa canina,1,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,4,Centaurea nigra,70,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,4,Leucanthemum vulgare,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,4,Holcus lanatus,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,4,Agrostis stolonifera,10,
12/06/2024,Ben Bennett,Knepp,Knepp,S,Y,322,4,Geranium dissectum ,3,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Geranium dissectum ,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Trifolium repens,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Pulicaria dysenterica,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Holcus lanatus,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Agrostis stolonifera,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Festuca rubra,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,1,Poa trivialis,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Stellaria alsine,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Pulicaria dysenterica,25,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Holcus lanatus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Rumex crispus,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Festuca rubra,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Agrostis stolonifera,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Poa trivialis,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,2,Trifolium repens,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Jacobaea vulgaris,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Pulicaria dysenterica,30,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Trifolium repens,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Holcus lanatus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Agrostis stolonifera,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Festuca rubra,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,3,Rubus fruticosus,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Pulicaria dysenterica,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Jacobaea vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Holcus lanatus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Trifolium repens,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Agrostis stolonifera,40,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Festuca rubra,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,Raphanus raphanistrum,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,313,4,bare ground,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,1,Rumex conglomeratus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,1,Agrostis stolonifera,22,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,1,bare ground ,60,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,1,moss,2,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,2,Rumex conglomeratus,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,2,bare ground ,80,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,2,moss,6,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,2,Agrostis stolonifera,13,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,3,Agrostis stolonifera,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,3,bare ground ,85,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,4,Agrostis stolonifera,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,4,Rumex conglomeratus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,112,4,bare ground ,80,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Trifolium repens,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Agrostis stolonifera,80,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Jacobaea vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Geranium disectum,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Ranunculus repens,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Pulicaria dysenterica,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Poa trivialis,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,moss,3,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,1,Holcus lanatus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Agrostis stolonifera,70,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Trifolium repens,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Lotus pedunculatus,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Vicia sativa,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Poa trivialis,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,Holcus lanatus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,2,bare ground ,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Trifolium repens,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Pulicaria dysenterica,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Vicia sativa,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Agrostis stolonifera,30,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Prunella vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,Holcus lanatus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,3,moss,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Trifolium repens,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Pulicaria dysenterica,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Prunus spinosa,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Holcus lanatus,40,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Poa trivialis,30,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,122,4,Rumex conglomeratus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,1,Agrostis stolonifera,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,1,bare ground ,48,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,1,moss,2,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,Agrostis stolonifera,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,moss,2,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,Pulicaria dysenterica,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,bare ground ,37,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,Epilobium ciliatum,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,2,Juncus effusus,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,3,Agrostis stolonifera,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,3,bare ground ,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,4,Salix bebbiana,25,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,4,Agrostis stolonifera,35,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,X,333,4,bare ground ,40,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Rubus fruticosus,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Pulicaria dysenterica,60,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Juncus effusus,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Dactylis glomerata,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Lotus pedunculatus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Jacobaea vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Epilobium ciliatum,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Prunella vulgaris,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Poa trivialis,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,Agrostis stolonifera,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,1,dead twigs ,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Rubus fruticosus,50,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Pulicaria dysenterica,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Lotus pedunculatus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,dead branches,30,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Epilobium ciliatum,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Rumex conglomeratus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Dactylis glomerata,15,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,Vicia sativa,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,bare ground ,30,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,2,moss ,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Rumex conglomeratus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Quercus robur,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Pulicaria dysenterica,70,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Holcus lanatus,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Geranium disectum,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Lotus pedunculatus,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Jacobaea vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Rosa canina,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,3,Poa trivialis,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Pulicaria dysenterica,25,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Holcus lanatus,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Quercus robur,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Jacobaea vulgaris,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Rumex conglomeratus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Lotus pedunculatus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Rosa multiflora,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Rubus fruticosus,25,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Epilobium ciliatum,1,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,113,4,Rosa canina,5,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,Brachypodium sylvaticum,70,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,Rubus caesius,20,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,Glechoma hederacea,20,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,Veronica chamaedrys,20,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,Galium palustre,5,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,1,dead leaves,15,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Brachypodium sylvaticum,80,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Hedera helix,50,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Veronica chamaedrys,10,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Rumex conglomeratus,5,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Alliaria petiolata,15,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Stachys sylvatica,10,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Epilobium parviflorum,5,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Hedera helix,1,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,Galium palustre,1,
13/06/2024,Ben Bennett,Knepp,Knepp,S,Z,133,2,dead leaves,20,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Rumex obtusifolius,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Stellaria media,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Glechoma hederacea,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Prunus spinosa,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Veronica chamaedrys,10,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Rumex sanguineus,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,3,Brachypodium sylvaticum,60,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,4,Rumex acetosa,5,
13/06/2024,Eimear Loughlin,Knepp,Knepp,S,Z,133,4,Alliaria petiolata,20,
